"key"	"name_de"	"name_en"
"N02BA"	"Salicylsäure und Derivate"	"Salicylic acid and derivatives"
"N02BB"	"Pyrazolone"	"Pyrazolones"
"N02BE"	"Anilide"	"Anilides"
"N02BG"	"Andere Analgetika und Antipyretika"	"Other analgesics and antipyretics"
"N02BH"	"Homöopathische und anthroposophische Analgetika und Antipyretika"	NA
"N02BP"	"Pflanzliche Analgetika und Antipyretika"	NA
"N02C"	"MIGRÄNEMITTEL"	"Migraine medication"
"N02CA"	"Mutterkorn-Alkaloide"	"Ergot alkaloids"
"N02CB"	"Corticosteroid-Derivate"	"Corticosteroid derivatives"
"N02CC"	"Selektive Serotonin-5HT1-Agonisten"	"Selective serotonin (5-HT1) agonists"
"N02CH"	"Homöopathische und anthroposophische Migränemittel"	NA
"N02CP"	"Pflanzliche  Migränemittel"	NA
"N02CX"	"Andere Migränemittel"	"Other migraine drugs"
"N03"	"ANTIEPILEPTIKA"	"Antiepileptic drugs"
"N03A"	"ANTIEPILEPTIKA"	"Antiepileptic drugs"
"N03AA"	"Barbiturate und Derivate"	"Barbiturates and derivatives"
"N03AB"	"Hydantoin-Derivate"	"Hydantoin derivatives"
"N03AC"	"Oxazolidin-Derivate"	"Oxazolidine derivatives"
"N03AD"	"Succinimid-Derivate"	"Succinimide derivatives"
"N03AE"	"Benzodiazepin-Derivate"	"Benzodiazepine derivatives"
"N03AF"	"Carboxamid-Derivate"	"Carboxamide derivatives"
"N03AG"	"Fettsäure-Derivate"	"Fatty acid derivatives"
"N03AX"	"Andere Antiepileptika"	"Other antiepileptics"
"N04"	"ANTIPARKINSONMITTEL"	"Antiparkinson drugs"
"N04A"	"ANTICHOLINERGIKA"	"Anticholinergic agents for Parkinson"
"N04AA"	"Tertiäre Amine"	"Tertiary amines"
"N04AB"	"Ether, chemisch den Antihistaminika verwandt"	"Ethers chemically close to antihistamines"
"N04AC"	"Tropinether oder Tropin-Derivate"	"Ethers of tropine or tropine derivatives"
"N04AH"	"Homöopathische und anthroposophische Antiparkinsonmittel"	NA
"N04B"	"DOPAMINERGE MITTEL"	"Dopaminergic agents"
"N04BA"	"Dopa und Dopa-Derivate"	"Dopa and dopa derivatives"
"N04BB"	"Adamantan-Derivate"	"Adamantane derivatives"
"N04BC"	"Dopamin-Agonisten"	"Dopamine agonists"
"N04BD"	"Monoaminoxidase-B-Hemmer"	"Monoamine oxidase B inhibitors"
"N04BX"	"Andere dopaminerge Mittel"	"Other dopaminergic agents"
"N05"	"PSYCHOLEPTIKA"	"Psycholeptics drugs"
"N05A"	"ANTIPSYCHOTIKA"	"Antipsychotic drugs"
"N05AA"	"Phenothiazine mit aliphatischer Seitenkette"	"Phenothiazines with aliphatic side-chain"
"N05AB"	"Phenothiazine mit Piperazinstruktur"	"Phenothiazines with piperazine structure"
"N05AC"	"Phenothiazine mit Piperidinstruktur"	"Phenothiazines with piperidine structur"
"N05AD"	"Butyrophenon-Derivate"	"Butyrophenone derivatives"
"N05AE"	"Indol-Derivate"	"Indole derivatives drugs"
"N05AF"	"Thioxanthen-Derivate"	"Thioxanthene derivatives"
"N05AG"	"Diphenylbutylpiperidin-Derivate"	"Diphenylbutylpiperidine derivatives"
"N05AH"	"Diazepine, Oxazepine, Thiazepine und Oxepine"	"Diazepines, oxazepines, thiazepines and oxepines"
"N05AL"	"Benzamide"	"Benzamide antipsychotics"
"N05AN"	"Lithium"	"Lithium"
"N05AX"	"Andere Antipsychotika"	"Other antipsychotics"
"N05B"	"ANXIOLYTIKA"	"Anxiolytic drugs"
"N05BA"	"Benzodiazepin-Derivate"	"Benzodiazepine derivatives anxiolytics"
"N05BB"	"Diphenylmethan-Derivate"	"Diphenylmethane derivatives"
"N05BC"	"Carbamate"	"Carbamates"
"N05BD"	"Dibenzo-bicyclo-octadien-Derivate"	"Dibenzo-bicyclo-octadiene derivatives"
"N05BE"	"Azaspirodecandion-Derivate"	"Azaspirodecanedione derivatives"
"N05BP"	"Pflanzliche Anxiolytika"	NA
"N05BX"	"Andere Anxiolytika"	"Other anxiolytic drugs"
"N05C"	"HYPNOTIKA UND SEDATIVA"	"Hypnotics and sedatives drugs"
"N05CA"	"Barbiturate, rein"	"Barbiturates, plain"
"N05CB"	"Barbiturate, Kombinationen"	"Barbiturates, combinations"
"N05CC"	"Aldehyde und Derivate"	"Aldehydes and derivatives"
"N05CD"	"Benzodiazepin-Derivate"	"Benzodiazepine derivatives"
"N05CE"	"Piperidindion-Derivate"	"Piperidinedione drugs"
"N05CF"	"Benzodiazepin-verwandte Mittel"	"Benzodiazepine related drugs"
"N05CH"	"Melatonin-Rezeptoragonisten"	"Melatonin receptor agonist drugs"
"N05CM"	"Andere Hypnotika und Sedativa"	"Other hypnotic and sedative drugs"
"N05CP"	"Pflanzliche Hypnotika und Sedativa"	NA
"N05CX"	"Hypnotika und Sedativa in Kombination, exkl. Barbiturate"	"Hypnotics and sedatives in combination, excluding barbiturates"
"N05H"	"HOMÖOPATHISCHE UND ANTHROPOSOPHISCHE PSYCHOLEPTIKA"	NA
"N05HH"	"Homöopathische und anthroposophische Hypnotika und Sedativa"	NA
"N06"	"PSYCHOANALEPTIKA"	"Psychoanaleptics"
"N06A"	"ANTIDEPRESSIVA"	"Antidepressant drugs"
"N06AA"	"Nichtselektive Monoamin-Wiederaufnahmehemmer"	"Non-selective monoamine reuptake inhibitors"
"N06AB"	"Selektive Serotonin-Wiederaufnahmehemmer"	"Selective Serotonin Reuptake Inhibitors"
"N06AF"	"Monoaminoxidasehemmer, nichtselektiv"	"Monoamine oxidase inhibitors, non-selective"
"N06AG"	"Monoaminoxidase-A-Hemmer"	"Monoamine oxidase A inhibitors"
"N06AH"	"Homöopathische und anthroposophische Antidepressiva"	NA
"N06AP"	"Pflanzliche Antidepressiva"	NA
"N06AX"	"Andere Antidepressiva"	"Other antidepressant drugs"
"N06B"	"PSYCHOSTIMULANZIEN, MITTEL FÜR DIE ADHD UND NOOTROPIKA"	"Psychostimulants, agents used for ADHD and nootropics"
"N06BA"	"Zentral wirkende Sympathomimetika"	"Centrally acting sympathomimetics"
"N06BC"	"Xanthin-Derivate"	"Xanthine derivatives"
"N06BX"	"Andere Psychostimulanzien und Nootropika"	"Other psychostimulants and nootropics"
"N06C"	"PSYCHOLEPTIKA UND PSYCHOANALEPTIKA IN KOMBINATION"	"Psycholeptics and psychoanaleptics in combination"
"N06CA"	"Antidepressiva in Kombination mit Psycholeptika"	"Antidepressants in combination with psycholeptics"
"N06CB"	"Psychostimulanzien in Kombination mit Psycholeptika"	NA
"N06D"	"ANTIDEMENTIVA"	"Dementia drugs"
"N06DA"	"Cholinesterasehemmer"	"Anticholinesterase drugs"
"N06DP"	"Pflanzliche Antidementiva"	NA
"N06DX"	"Andere Antidementiva"	"Other anti-dementia drugs"
"N07"	"ANDERE MITTEL FÜR DAS NERVENSYSTEM"	"Other nervous system drugs"
"N07A"	"PARASYMPATHOMIMETIKA"	"Parasympathomimetic drugs"
"N07AA"	"Cholinesterasehemmer"	"Anticholinesterase drugs"
"N07AB"	"Cholinester"	"Choline esters"
"N07AX"	"Andere Parasympathomimetika"	"Other parasympathomimetics"
"N07B"	"MITTEL ZUR BEHANDLUNG VON SUCHTERKRANKUNGEN"	"Drugs used in addictive disorders"
"N07BA"	"Mittel zur Behandlung der Nikotinabhängigkeit"	"Drugs used in nicotine dependence"
"N07BB"	"Mittel zur Behandlung der Alkoholabhängigkeit"	"Drugs used in alcohol dependence"
"N07BC"	"Mittel zur Behandlung der Opiatabhängigkeit"	"Drugs used in opioid dependence"
"N07C"	"ANTIVERTIGINOSA"	"Antivertigo preparations"
"N07CA"	"Antivertiginosa"	"Antivertigo drugs"
"N07CH"	"Homöopathische und anthroposophische Antivertigonosa"	NA
"N07X"	"ANDERE MITTEL FÜR DAS NERVENSYSTEM"	"Other nervous system drugs"
"N07XA"	"Ganglioside und Gangliosid-Derivate"	"Gangliosides and ganglioside derivatives"
"N07XB"	"Neuropathiepräparate"	"Other nervous system drugs"
"N07XH"	"Andere homöopathische und anthroposophische Mittel für das Nervensystem"	NA
"N07XX"	"Andere Mittel für das Nervensystem"	"Other nervous system drugs"
"P"	"ANTIPARASITÄRE MITTEL, INSEKTIZIDE UND REPELLENZIEN"	"Antiparasitic products, insecticides and repellents"
"P01"	"MITTEL GEGEN PROTOZOEN-ERKRANKUNGEN"	"Antiprotozoal drugs"
"P01A"	"MITTEL GEGEN AMÖBIASIS UND ANDERE PROTOZOEN-ERKRANKUNGEN"	"Agents against amoebiasis and other protozoal diseases"
"P01AA"	"Hydroxychinolin-Derivate"	"Hydroxyquinoline derivatives"
"P01AB"	"Nitroimidazol-Derivate"	"Nitroimidazole derivatives"
"P01AC"	"Dichloracetamid-Derivate"	"Dichloroacetamide derivatives"
"P01AR"	"Arsen-haltige Verbindungen"	"Arsenic compounds"
"P01AX"	"Andere Mittel gegen Amöbiasis und andere Protozoen-Erkrankungen"	"Other agents against amoebiasis and other protozoal diseases"
"P01B"	"MALARIAMITTEL"	"Antimalarials"
"P01BA"	"Aminochinoline"	"Aminoquinolines"
"P01BB"	"Biguanide"	"Biguanides"
"P01BC"	"Methanolchinoline"	"Methanolquinolines"
"P01BD"	"Diaminopyrimidine"	"Diaminopyrimidines"
"P01BE"	"Artemisinin und Derivate, rein"	"Artemisinin and derivatives, plain"
"P01BF"	"Artemisinin und Derivate, Kombinationen"	"Artemisinin and derivatives, combinations"
"P01BX"	"Andere Malariamittel"	"Other antimalarials"
"P01C"	"MITTEL GEGEN LEISHMANIASIS UND TRYPANOSOMIASIS"	"Agents against leishmaniasis and trypanosomiasis"
"P01CA"	"Nitroimidazol-Derivate"	"Nitroimidazole derivatives"
"P01CB"	"Antimon-haltige Verbindungen"	"Antimony compounds"
"P01CC"	"Nitrofuran-Derivate"	"Nitrofuran derivatives"
"P01CD"	"Arsen-haltige Verbindungen"	"Arsenic compounds"
"P01CX"	"Andere Mittel gegen Leishmaniasis und Trypanosomiasis"	"Other agents against leishmaniasis and trypanosomiasis"
"P02"	"ANTHELMINTIKA"	"Anthelmintic drugs"
"P02B"	"TREMATODENMITTEL"	"Antitrematodals"
"P02BA"	"Chinolin-Derivate und verwandte Substanzen"	"Quinoline derivatives and related substances"
"P02BB"	"Organophosphat-Verbindungen"	"Organophosphorous compounds"
"P02BX"	"Andere Trematodenmittel"	"Other antitrematodal agents"
"P02C"	"NEMATODENMITTEL"	"Antinematodal agents"
"P02CA"	"Benzimidazol-Derivate"	"Benzimidazole derivatives"
"P02CB"	"Piperazin und Derivate"	"Piperazine and derivatives"
"P02CC"	"Tetrahydropyrimidin-Derivate"	"Tetrahydropyrimidine derivatives"
"P02CE"	"Imidazothiazol-Derivate"	"Imidazothiazole derivatives"
"P02CF"	"Avermektine"	"Avermectines"
"P02CX"	"Andere Nematodenmittel"	"Other antinematodals"
"P02D"	"BANDWURMMITTEL"	"Anticestodals"
"P02DA"	"Salicylsäure-Derivate"	"Salicylic acid derivatives"
"P02DX"	"Andere Bandwurmmittel"	"Other anticestodals"
"P03"	"MITTEL GEGEN EKTOPARASITEN, INKL. ANTISCABIOSA, INSEKTIZIDE UND REPELLENZIEN"	"Ectoparasiticides, including scabicides, insecticides and repellents"
"P03A"	"MITTEL GEGEN EKTOPARASITEN, INKL. ANTISCABIOSA"	"Ectoparasiticides, including scabicides"
"P03AA"	"Schwefel-haltige Mittel"	"Sulfur containing products"
"P03AB"	"Chlor-haltige Mittel"	"Chlorine containing products"
"P03AC"	"Pyrethrine, inkl. synthetische Verbindungen"	"Pyrethrines, including synthetic compounds"
"P03AP"	"Pflanzliche Mittel gegen Ektoparasiten"	NA
"P03AX"	"Andere Mittel gegen Ektoparasiten, inkl. Antiscabiosa"	"Other ectoparasiticides, including scabicides"
"P03B"	"INSEKTIZIDE UND REPELLENZIEN"	"Insecticides and repellents"
"P03BA"	"Pyrethrine"	"Pyrethrines"
"P03BX"	"Andere Insektizide und Repellenzien"	"Other insecticides and repellents"
"R"	"RESPIRATIONSTRAKT"	"Respiratory system"
"R01"	"RHINOLOGIKA"	"Nasal preparations"
"R01A"	"DEKONGESTIVA UND ANDERE RHINOLOGIKA ZUR TOPISCHEN ANWENDUNG"	"Decongestants and other nasal preparations for topical use"
"R01AA"	"Sympathomimetika, rein"	"Sympathomimetics, plain"
"R01AB"	"Sympathomimetika, Kombinationen exkl. Corticosteroide"	"Sympathomimetics, combinations excluding corticosteroids"
"R01AC"	"Antiallergika, exkl. Corticosteroide"	"Antiallergic agents, excluding corticosteroids"
"R01AD"	"Corticosteroide"	"Corticosteroids"
"R01AH"	"Homöopathische und anthroposophische Rhinologika zur topischen Anwendung"	NA
"R01AP"	"Pflanzliche Rhinologika zur topischen Anwendung"	NA
"R01AX"	"Andere Rhinologika"	"Other nasal preparations"
"R01B"	"NASALE DEKONGESTIVA ZUR SYSTEMISCHEN ANWENDUNG"	"Nasal decongestants for systemic use"
"R01BA"	"Sympathomimetika"	"Nasal decongestants for systemic use"
"R01BH"	"Homöopathische und anthroposophische Rhinologika zur systemischen Anwendung"	NA
"R01BP"	"Pflanzliche Rhinologika zur systemischen Anwendung"	NA
"R01BX"	"Andere systemische Rhinologika"	NA
"R02"	"HALS- UND RACHENTHERAPEUTIKA"	"Throat preparations"
"R02A"	"HALS- UND RACHENTHERAPEUTIKA"	"Throat drugs"
"R02AA"	"Antiseptika"	"Throat antiseptics"
"R02AB"	"Antibiotika"	"Throat antibiotics"
"R02AD"	"Lokalanästhetika"	"Anesthetics, local"
"R02AH"	"Homöopathische und anthroposophische Hals- und Rachentherapeutika"	NA
"R02AP"	"Pflanzliche Hals- und Rachentherapeutika"	NA
"R02AX"	"Andere Hals- und Rachentherapeutika"	"Other throat preparations"
"R03"	"MITTEL BEI OBSTRUKTIVEN ATEMWEGSERKRANKUNGEN"	"Drugs for obstructive airway diseases"
"R03A"	"INHALATIVE SYMPATHOMIMETIKA"	"Adrenergics, inhalants"
"R03AA"	"Alpha- und Beta-Adrenozeptor-Agonisten"	"Alpha and beta adrenoreceptor agonists"
"R03AB"	"Nichtselektive Beta-Adrenozeptor-Agonisten"	"Non-selective beta-adrenoreceptor agonists"
"R03AC"	"Selektive Beta2-Adrenozeptor-Agonisten"	"Selective beta-2-adrenoreceptor agonists"
"R03AH"	"Kombinationen von Sympathomimetika"	"Combinations of adrenergics"
"R03AK"	"Sympathomimetika in Kombination mit Corticosteroiden oder anderen Mitteln, exkl. Anticholinergika"	"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
"R03AL"	"Sympathomimetika in Kombination mit Anticholinergika"	"Adrenergics in combination with anticholinergics"
"R03B"	"ANDERE INHALATIVE MITTEL BEI OBSTRUKTIVEN ATEMWEGSERKRANKUNGEN"	"Other drugs for obstructive airway diseases, inhalants"
"R03BA"	"Glucocorticoide"	"Glucocorticoids"
"R03BB"	"Anticholinergika"	"Anticholinergics"
"R03BC"	"Antiallergika, exkl. Corticosteroide"	"Antiallergic agents, excluding corticosteroids"
"R03BX"	"Andere inhalative Mittel bei obstruktiven Atemwegserkrankungen"	"Other drugs for obstructive airway diseases, inhalants"
"R03C"	"SYMPATHOMIMETIKA ZUR SYSTEMISCHEN ANWENDUNG"	"Adrenergics for systemic use"
"R03CA"	"Alpha- und Beta-Adrenozeptor-Agonisten"	"Alpha- and beta-adrenoreceptor agonists"
"R03CB"	"Nichtselektive Beta-Adrenozeptor-Agonisten"	"Non-selective beta-adrenoreceptor agonists"
"R03CC"	"Selektive Beta2-Adrenozeptor-Agonisten"	"Selective beta-2-adrenoreceptor agonists"
"R03CK"	"Sympathomimetika und andere Mittel bei obstruktiven Atemwegserkrankungen"	"Adrenergics and other drugs for obstructive airway diseases"
"R03D"	"ANDERE MITTEL BEI OBSTRUKTIVEN ATEMWEGSERKRANKUNGEN ZUR SYSTEMISCHEN ANWENDUNG"	"Other systemic drugs for obstructive airway diseases"
"R03DA"	"Xanthine"	"Xanthines"
"R03DB"	"Xanthine und Sympathomimetika"	"Xanthines and adrenergics"
"R03DC"	"Leukotrienrezeptor-Antagonisten"	"Leukotriene receptor antagonists"
"R03DH"	"Homöopathische und anthroposophische Mittel bei obstruktiven Atemwegserkrankungen zur systemischen Anwendung"	NA
"R03DX"	"Andere Mittel bei obstruktiven Atemwegserkrankungen zur systemischen Anwendung"	"Other systemic drugs for obstructive airway diseases"
"R04"	"BRUSTEINREIBUNGEN UND ANDERE INHALATE"	NA
"R04A"	"BRUSTEINREIBUNGEN UND ANDERE INHALATE"	NA
"R04AH"	"Homöopathische und anthroposophische Brusteinreibungen"	NA
"R04AP"	"Pflanzliche Brusteinreibungen und Inhalate, inkl. Bäder"	NA
"R04AX"	"Andere Inhalate"	NA
"R05"	"HUSTEN- UND ERKÄLTUNGSMITTEL"	"Cough and cold drugs"
"R05C"	"EXPEKTORANZIEN, EXKL. KOMBINATIONEN MIT ANTITUSSIVA"	"Expectorants, excluding combinations with cough suppressants"
"R05CA"	"Expektoranzien"	"Expectorants"
"R05CB"	"Mukolytika"	"Mucolytics"
"R05CH"	"Homöopathische und anthroposophische Expektoranzien"	NA
"R05CP"	"Pflanzliche Expektoranzien"	NA
"R05D"	"ANTITUSSIVA, EXKL. KOMBINATIONEN MIT EXPEKTORANZIEN"	"Cough suppressants, excluding combinations with expectorants"
"R05DA"	"Opium-Alkaloide und Derivate"	"Opium alkaloids and derivatives"
"R05DB"	"Andere Antitussiva"	"Other cough suppressants"
"R05DP"	"Pflanzliche Antitussiva"	NA
"R05F"	"ANTITUSSIVA UND EXPEKTORANZIEN, KOMBINATIONEN"	"Cough suppressants and expectorants, combinations"
"R05FA"	"Opium-Derivate und Expektoranzien"	"Opium derivatives and expectorants"
"R05FB"	"Andere Antitussiva und Expektoranzien"	"Other cough suppressants and expectorants"
"R05FH"	"Homöopathische und anthroposophische Antitussiva und Expektoranzien"	NA
"R05FP"	"Pflanzliche Antitussiva und Expektoranzien"	NA
"R05G"	"ANTITUSSIVA UND EXPEKTORANZIEN, KOMBINATIONEN MIT ANTIBIOTIKA"	NA
"R05GA"	"Antitussiva und Antibiotika"	NA
"R05GB"	"Expektoranzien und Antibiotika"	NA
"R05GC"	"Expektoranzien und Sulfonamide"	NA
"R05X"	"ANDERE ZUBEREITUNGEN GEGEN ERKÄLTUNGSKRANKHEITEN"	"Other cold preparations"
"R05XA"	"Analgetika-haltige Mittel gegen Erkältungskrankheiten"	NA
"R05XC"	"Andere Mittel gegen Erkältungskrankheiten"	NA
"R05XH"	"Homöopathische und anthroposophische Mittel gegen Erkältungskrankheiten"	NA
"R06"	"ANTIHISTAMINIKA ZUR SYSTEMISCHEN ANWENDUNG"	"Antihistamines for systemic use"
"R06A"	"ANTIHISTAMINIKA ZUR SYSTEMISCHEN ANWENDUNG"	"Antihistamines for systemic use"
"R06AA"	"Aminoalkylether"	"Aminoalkyl ethers"
"R06AB"	"Substituierte Alkylamine"	"Substituted alkylamines"
"R06AC"	"Substituierte Ethylendiamine"	"Substituted ethylene diamines"
"R06AD"	"Phenothiazin-Derivate"	"Phenothiazine derivatives"
"R06AE"	"Piperazin-Derivate"	"Piperazine derivatives"
"R06AK"	"Kombinationen von Antihistaminika"	"Combinations of antihistamines"
"R06AX"	"Andere Antihistaminika zur systemischen Anwendung"	"Other antihistamines for systemic use"
"R07"	"ANDERE MITTEL FÜR DEN RESPIRATIONSTRAKT"	"Other respiratory system products"
"R07A"	"ANDERE MITTEL FÜR DEN RESPIRATIONSTRAKT"	"Other respiratory system products"
"R07AA"	"Surfactant-Präparate"	"Lung surfactants"
"R07AB"	"Atemstimulanzien"	"Respiratory stimulants"
"R07AH"	"Andere homöopathische und anthroposophische Mittel für den Respirationstrakt"	NA
"R07AX"	"Andere Mittel für den Respirationstrakt"	"Other respiratory system products"
"S"	"SINNESORGANE"	"Sensory organs"
"S01"	"OPHTHALMIKA*"	"Ophthalmological drugs"
"S01A"	"ANTIINFEKTIVA"	"Eye Anti-infectives"
"S01AA"	"Antibiotika"	"Eye Antibiotics"
"S01AB"	"Sulfonamide"	"Eye Sulfonamides"
"S01AD"	"Antivirale Mittel"	"Eye Antivirals"
"S01AE"	"Fluorchinolone"	"Eye Fluoroquinolones"
"S01AX"	"Andere Antiinfektiva"	"Other Eye anti-infectives"
"S01B"	"ANTIPHLOGISTIKA"	"Anti-inflammatory agents"
"S01BA"	"Corticosteroide, rein"	"Corticosteroids, plain"
"S01BB"	"Corticosteroide und Mydriatika in Kombination"	"Corticosteroids and mydriatics in combination"
"S01BC"	"Nichtsteroidale Antiphlogistika"	"Anti-inflammatory agents, non-steroids"
"S01BX"	"Corticosteroide, Kombinationen mit anderen Mitteln"	NA
"S01C"	"ANTIPHLOGISTIKA UND ANTIINFEKTIVA IN KOMBINATION"	"Anti-inflammatory agents and anti-infectives in combination"
"S01CA"	"Corticosteroide und Antiinfektiva in Kombination"	"Corticosteroids and anti-infectives in combination"
"S01CB"	"Corticosteroide/Antiinfektiva/Mydriatika in Kombination"	"Corticosteroids / anti-infectives / mydriatics in combination"
"S01CC"	"Nichtsteroidale Antiphlogistika und Antiinfektiva in Kombination"	"Anti-inflammatory agents, non-steroids and anti-infectives in combination"
"S01E"	"GLAUKOMMITTEL UND MIOTIKA"	"Antiglaucoma preparations and miotics"
"S01EA"	"Sympathomimetika in der Glaukomtherapie"	"Sympathomimetics in glaucoma therapy"
"S01EB"	"Parasympathomimetika"	"Parasympathomimetics"
"S01EC"	"Carboanhydrasehemmer"	"Carbonic anhydrase inhibitors"
"S01ED"	"Beta-Adrenozeptor-Antagonisten"	"Beta blocking agents"
"S01EE"	"Prostaglandin-Analoga"	"Prostaglandin analogues"
"S01EX"	"Andere Glaukommittel"	"Other antiglaucoma preparations"
"S01F"	"MYDRIATIKA UND ZYKLOPLEGIKA"	"Mydriatics and cycloplegics"
"S01FA"	"Anticholinergika"	"Anticholinergics"
"S01FB"	"Sympathomimetika, exkl. Glaukommittel"	"Sympathomimetics excluding antiglaucoma preparations"
"S01G"	"DEKONGESTIVA UND ANTIALLERGIKA"	"Decongestants and antiallergics"
"S01GA"	"Sympathomimetika als Dekongestiva"	"Sympathomimetics used as decongestants"
"S01GX"	"Andere Antiallergika"	"Other antiallergics"
"S01H"	"LOKALANÄSTHETIKA"	"Local anesthetics"
"S01HA"	"Lokalanästhetika"	"Local anesthetics"
"S01J"	"DIAGNOSTIKA"	"Diagnostic agents"
"S01JA"	"Farbstoffe"	"Colouring agents"
"S01JX"	"Andere ophthalmologische Diagnostika"	"Other ophthalmological diagnostic agents"
"S01K"	"CHIRURGISCHE HILFSMITTEL"	"Surgical aids"
"S01KA"	"Viskoelastische Substanzen"	"Viscoelastic substances"
"S01KX"	"Andere chirurgische Hilfsmittel"	"Other surgical aids"
"S01L"	"MITTEL GEGEN VASKULÄRE AUGENERKRANKUNGEN"	"Ocular vascular disorder agents"
"S01LA"	"Antineovaskuläre Mittel"	"Antineovascularisation agents"
"S01X"	"ANDERE OPHTHALMIKA"	"Other ophthalmologicals"
"S01XA"	"Andere Ophthalmika"	"Other ophthalmologicals"
"S01XB"	"Antikataraktika"	NA
"S01XC"	"Filmbildner"	NA
"S01XH"	"Homöopathische und anthroposophische Ophthalmika"	NA
"S02"	"OTOLOGIKA"	"Otologicals"
"S02A"	"ANTIINFEKTIVA"	NA
"S02AA"	"Antiinfektiva"	"Anti-infectives"
"S02B"	"CORTICOSTEROIDE"	"Corticosteroids"
"S02BA"	"Corticosteroide"	"Corticosteroids"
"S02C"	"CORTICOSTEROIDE UND ANTIINFEKTIVA IN KOMBINATION"	"Corticosteroids and anti-infectives in combination"
"S02CA"	"Corticosteroide und Antiinfektiva in Kombination"	"Corticosteroids and anti-infectives in combination"
"S02D"	"ANDERE OTOLOGIKA"	"Other otologicals"
"S02DA"	"Analgetika und Anästhetika"	"Analgesics and anesthetics"
"S02DC"	"Indifferente Zubereitungen"	"Indifferent preparations"
"S02DH"	"Homöopathische und anthroposophische  Otologika"	NA
"S03"	"OPHTHALMOLOGISCHE UND OTOLOGISCHE ZUBEREITUNGEN"	"Ophthalmological and otological preparations"
"S03A"	"ANTIINFEKTIVA"	"Anti-infectives"
"S03AA"	"Antiinfektiva"	"Anti-infectives"
"S03B"	"CORTICOSTEROIDE"	"Corticosteroids, plain"
"S03BA"	"Corticosteroide"	"Corticosteroids, plain"
"S03C"	"CORTICOSTEROIDE UND ANTIINFEKTIVA IN KOMBINATION"	"Corticosteroids and anti-infectives in combination"
"S03CA"	"Corticosteroide und Antiinfektiva in Kombination"	"Corticosteroids and anti-infectives in combination"
"S03D"	"ANDERE OPHTHALMOLOGISCHE UND OTOLOGISCHE ZUBEREITUNGEN"	"Other ophthalmological and otological preparations"
"V"	"VARIA"	"Various ATC structures"
"V01"	"ALLERGENE"	"Allergens"
"V01A"	"ALLERGENE"	"Allergens"
"V01AA"	"Allergen-Extrakte"	"Allergen extracts"
"V03"	"ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL"	"All other therapeutic products"
"V03A"	"ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL"	"All other therapeutic products"
"V03AB"	"Antidote"	"Antidotes"
"V03AC"	"Eisen-Chelatbildner"	"Iron chelating agents"
"V03AE"	"Mittel zur Behandlung der Hyperkaliämie und Hyperphosphatämie"	"Drugs for treatment of hyperkalemia and hyperphosphatemia"
"V03AF"	"Entgiftungsmittel für die Behandlung mit Zytostatika"	"Detoxifying agents for antineoplastic treatment"
"V03AG"	"Mittel zur Behandlung der Hyperkalzämie"	"Drugs for treatment of hypercalcemia"
"V03AH"	"Mittel zur Behandlung der Hypoglykämie"	"Drugs for treatment of hypoglycaemia"
"V03AK"	"Gewebekleber"	"Tissue adhesives"
"V03AM"	"Mittel zur Embolisation"	"Drugs for embolisation"
"V03AN"	"Medizinische Gase"	"Medical gases"
"V03AX"	"Andere therapeutische Mittel"	"Other therapeutic products"
"V03AZ"	"Nerven dämpfende Mittel"	"Nerve depressants"
"V04"	"DIAGNOSTIKA"	"Diagnostic agents"
"V04B"	"URIN-TESTS"	"Urine tests"
"V04BA"	"Urin-Tests"	"Urine tests"
"V04C"	"ANDERE DIAGNOSTIKA"	"Other diagnostic agents"
"V04CA"	"Diabetes-Tests"	"Tests for diabetes"
"V04CB"	"Fettabsorptions-Tests"	"Tests for fat absorption"
"V04CC"	"Gallenfluss-Tests"	"Tests for bile duct patency"
"V04CD"	"Hypophysenfunktions-Tests"	"Tests for pituitary function"
"V04CE"	"Leberfunktions-Tests"	"Tests for liver functional capacity"
"V04CF"	"Tuberkulose-Diagnostika"	"Tuberculosis diagnostics"
"V04CG"	"Magensäuresekretions-Tests"	"Tests for gastric secretion"
"V04CH"	"Nierenfunktionstests und Tests auf Harnleiterverletzungen"	"Tests for renal function and ureteral injuries"
"V04CJ"	"Schilddrüsenfunktions-Tests"	"Tests for thyreoidea function"
"V04CK"	"Pankreasfunktions-Tests"	"Tests for pancreatic function"
"V04CL"	"Allergie-Tests"	"Tests for allergic diseases"
"V04CM"	"Fertilitäts-Tests"	"Tests for fertility disturbances"
"V04CN"	"Tests auf missbräuchlich angewendete Wirkstoffe"	NA
"V04CO"	"Myokardinfarkt-Tests"	NA
"V04CX"	"Andere Diagnostika"	NA
"V04CZ"	"Mittel zur Diagnosevorbereitung"	NA
"V06"	"ALLGEMEINE DIÄTETIKA"	"General nutrients"
"V06A"	"DIÄTETIKA ZUR BEHANDLUNG DER ADIPOSITAS"	"Diet formulations for treatment of obesity"
"V06AA"	"Niedrigkalorische Diäten"	"Low-energy diets"
"V06B"	"PROTEINZUSATZNAHRUNG"	"Protein supplements"
"V06BA"	"Proteinzusatznahrung"	"Protein supplements"
